Day,TeamsSearch,SkypeSearch,MeetSearch,ZoomSearch,CovidSearch,CovidNewCases,PriceGOOGL,PriceMSFT,PriceZM
2019-11-30,3,48,1.0101626016260163,126.52032520325203,0,0,NA,NA,NA
2019-12-01,4,46,1.0101626016260163,112.23577235772358,0,0,NA,NA,NA
2019-12-02,17,66,4.040650406504065,126.52032520325203,0,0,1288.859985,149.550003,68.93
2019-12-03,18,76,4.040650406504065,124.47967479674796,0,0,1294.73999,149.309998,70.019997
2019-12-04,17,77,2.5203252032520327,122.4390243902439,0,0,1318.939941,149.850006,69.959999
2019-12-05,18,71,4.040650406504065,122.4390243902439,0,0,1326.959961,149.929993,69.669998
2019-12-06,13,67,2.5203252032520327,114.27642276422763,0,0,1339.390015,151.75,62.740002
2019-12-07,3,51,1.5203252032520325,116.3170731707317,0,0,NA,NA,NA
2019-12-08,4,47,1.0101626016260163,102.03252032520325,0,0,NA,NA,NA
2019-12-09,13,68,2.5203252032520327,128.5609756097561,0,0,1342.98999,151.360001,65.940002
2019-12-10,16,77,4.040650406504065,114.27642276422763,0,0,1342.890015,151.130005,64.57
2019-12-11,18,74,4.040650406504065,108.15447154471543,0,0,1344.25,151.699997,63.52
2019-12-12,16,82,4.040650406504065,114.27642276422763,0,0,1348.48999,153.240005,62.490002
2019-12-13,12,66,2.5203252032520327,124.47967479674796,0,0,1346.869995,154.529999,63.540001
2019-12-14,4,45,1.5203252032520325,99.99186991869918,0,0,NA,NA,NA
2019-12-15,3,45,2.0203252032520327,102.03252032520325,0,0,NA,NA,NA
2019-12-16,14,79,2.5203252032520327,120.39837398373983,0,0,1360.699951,155.529999,66.349998
2019-12-17,16,79,3.540650406504065,116.3170731707317,0,0,1354.890015,154.690002,66.169998
2019-12-18,15,73,4.040650406504065,110.1951219512195,0,0,1351.910034,154.369995,67.599998
2019-12-19,16,69,3.540650406504065,110.1951219512195,0,0,1356.439941,155.710007,68.18
2019-12-20,13,64,2.5203252032520327,110.1951219512195,0,0,1351.219971,157.410004,66.93
2019-12-21,2,42,1.5203252032520325,89.78861788617886,0,0,NA,NA,NA
2019-12-22,3,40,1.0101626016260163,87.7479674796748,0,0,NA,NA,NA
2019-12-23,7,58,2.0203252032520327,110.1951219512195,0,0,1350.630005,157.410004,66.150002
2019-12-24,5,58,1.5101626016260163,93.86991869918698,0,0,1344.430054,157.380005,66.459999
2019-12-25,2,50,1.5203252032520325,104.07317073170731,0,0,NA,NA,NA
2019-12-26,6,55,1.5203252032520325,104.07317073170731,0,0,1362.469971,158.669998,67.449997
